station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBMT,2024-01-03 20:00,71.60,66.20,83.09,160.00,6.00,0.00,29.88,,3.73,,BKN,BKN,,,900.00,1100.00,,,-RA,,,,,,,71.60,SBMT 032000Z 16006KT 100V210 6000 -RA BKN009 BKN011 22/19 Q1012,
SBMT,2024-01-03 21:00,69.80,66.20,88.34,140.00,9.00,0.00,29.88,,3.73,,SCT,BKN,,,900.00,1100.00,,,-DZ,,,,,,,69.80,SBMT 032100Z 14009KT 100V170 6000 -DZ SCT009 BKN011 21/19 Q1012,
SBMT,2024-01-03 22:00,71.60,64.40,78.04,150.00,7.00,0.00,29.94,,6.21,,SCT,BKN,,,1500.00,1700.00,,,,,,,,,,71.60,SBMT 032200Z 15007KT 090V200 9999 SCT015 BKN017 22/18 Q1014,
SBMT,2024-01-03 23:00,69.80,62.60,77.90,170.00,8.00,0.00,29.94,,6.21,,SCT,BKN,,,1500.00,1700.00,,,,,,,,,,69.80,SBMT 032300Z 17008KT 140V210 9999 SCT015 BKN017 21/17 Q1014,
SBMT,2024-01-04 00:00,69.80,62.60,77.90,150.00,5.00,0.00,29.94,,6.21,,BKN,,,,1700.00,,,,,,,,,,,69.80,SBMT 040000Z 15005KT 110V230 9999 BKN017 21/17 Q1014,
SBMT,2024-01-04 01:00,69.80,62.60,77.90,220.00,8.00,0.00,29.94,,6.21,,BKN,,,,1900.00,,,,,,,,,,,69.80,SBMT 040100Z 22008KT 200V260 9999 BKN019 21/17 Q1014,
SBMT,2024-01-04 02:00,69.80,64.40,82.98,210.00,7.00,0.00,29.97,,6.21,,FEW,BKN,,,1300.00,1500.00,,,,,,,,,,69.80,SBMT 040200Z 21007KT 150V240 9999 FEW013 BKN015 21/18 Q1015,
SBMT,2024-01-04 09:00,68.00,64.40,88.26,180.00,7.00,0.00,32.63,,4.35,,SCT,SCT,BKN,,1100.00,1300.00,1700.00,,,,,,,,,68.00,SBMT 040900Z 18007KT 140V220 7000 SCT011 SCT013 BKN017 20/18 Q1105,
SBMT,2024-01-04 10:00,69.80,66.20,88.34,200.00,4.00,0.00,29.94,,4.35,,SCT,BKN,BKN,,1100.00,1300.00,1700.00,,,,,,,,,69.80,SBMT 041000Z 20004KT 160V260 7000 SCT011 BKN013 BKN017 21/19 Q1014,
SBMT,2024-01-04 11:00,71.60,66.20,83.09,,2.00,0.00,29.94,,4.97,,BKN,BKN,,,1300.00,1700.00,,,,,,,,,,71.60,SBMT 041100Z VRB02KT 8000 BKN013 BKN017 22/19 Q1014,
SBMT,2024-01-04 12:00,71.60,66.20,83.09,190.00,3.00,0.00,29.97,,4.97,,BKN,BKN,,,1300.00,1700.00,,,,,,,,,,71.60,SBMT 041200Z 19003KT 130V240 8000 BKN013 BKN017 22/19 Q1015,
SBMT,2024-01-04 13:00,73.40,69.80,88.51,150.00,4.00,0.00,29.97,,5.59,,BKN,BKN,,,1300.00,1900.00,,,,,,,,,,73.40,SBMT 041300Z 15004KT 090V230 9000 BKN013 BKN019 23/21 Q1015,
SBMT,2024-01-04 14:00,75.20,68.00,78.34,180.00,7.00,0.00,29.94,,6.21,,BKN,BKN,,,1500.00,1900.00,,,,,,,,,,75.20,SBMT 041400Z 18007KT 130V220 9999 BKN015 BKN019 24/20 Q1014,
SBMT,2024-01-04 15:00,75.20,71.60,88.59,220.00,7.00,0.00,29.94,,5.59,,BKN,BKN,,,1500.00,1700.00,,,-DZ,,,,,,,75.20,SBMT 041500Z 22007KT 170V270 9000 -DZ BKN015 BKN017 24/22 Q1014,
SBMT,2024-01-04 16:00,73.40,69.80,88.51,170.00,5.00,0.00,29.94,,5.59,,SCT,BKN,,,1300.00,2000.00,,,-DZ,,,,,,,73.40,SBMT 041600Z 17005KT 130V230 9000 -DZ SCT013 BKN020 23/21 Q1014,
